date,om_precipitation_sum,om_temperature_2m_max,om_temperature_2m_min,om_relative_humidity_2m_max,om_windspeed_10m_max,power_allsky_sfc_sw_dwn,power_gwetroot,power_rh2m,power_t2m,power_t2m_max,power_t2m_min,power_prectotcorr,ndvi_s2,firms_count,firms_frp_mean,park,ecosystem,fire_within_30d,drought_within_30d,vegetation_within_30d
2021-03-01,0.0,37.2,22.1,14,20.8,24.12,0.22,14.49,27.89,37.96,19.02,0.0,,11,2566.454545454545,chad_basin,sahel,1.0,0.0,1.0
2021-03-01,0.0,39.0,21.9,14,19.9,25.11,0.41,20.83,27.72,37.52,19.66,0.0,,0,,yankari,savanna,1.0,0.0,0.0
2021-03-01,0.0,36.0,22.5,18,18.4,24.77,0.43,22.35,27.69,37.04,19.09,0.0,,2,93.0,gashaka_gumti,mixed,1.0,0.0,1.0
2021-03-01,0.0,35.6,24.0,98,12.6,20.0,0.63,73.85,28.54,35.19,23.35,0.15,,20,478.15,cross_river,rainforest,1.0,1.0,1.0
2021-03-01,0.0,35.9,22.9,25,14.9,23.87,0.49,48.0,26.77,35.05,18.49,0.0,0.1639013402528723,4,273.0,kainji_lake,savanna,1.0,0.0,0.0
2021-03-02,0.0,37.7,23.0,16,20.4,24.22,0.41,21.51,27.92,38.6,19.43,0.0,0.1696048134538446,7,228.57142857142856,yankari,savanna,1.0,1.0,0.0
2021-03-02,0.0,38.1,21.6,77,11.9,20.81,0.49,48.01,28.72,37.48,21.61,0.0,,0,,old_oyo,savanna,1.0,0.0,1.0
2021-03-02,0.0,35.1,22.1,22,16.8,24.21,0.43,23.97,28.09,37.76,19.26,0.0,0.3576589693706337,46,174.1106471816284,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-02,0.0,36.5,22.5,14,20.8,25.1,0.22,14.46,28.91,39.01,20.09,0.0,0.2642040685667959,9,318.8888888888889,chad_basin,sahel,1.0,0.0,1.0
2021-03-02,0.0,36.2,24.0,99,10.2,19.6,0.63,75.67,27.86,33.18,23.75,0.0,,7,203.28571428571428,cross_river,rainforest,1.0,1.0,1.0
2021-03-02,0.0,38.3,25.9,17,16.5,22.39,0.49,45.69,26.67,35.78,18.63,0.0,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-03,0.0,37.7,22.2,100,11.5,22.04,0.48,44.87,29.14,38.04,22.59,0.0,,4,159.75,old_oyo,savanna,1.0,0.0,1.0
2021-03-03,0.0,38.2,22.5,15,18.8,24.48,0.41,20.74,28.2,38.08,19.86,0.0,,7,648.0,yankari,savanna,1.0,1.0,0.0
2021-03-03,0.0,36.5,22.2,15,20.0,25.01,0.22,13.79,28.48,38.25,19.99,0.0,,1,127.0,chad_basin,sahel,1.0,0.0,1.0
2021-03-03,0.0,36.9,25.2,21,16.3,23.5,0.49,44.77,26.96,36.38,18.98,0.0,,10,107.0,kainji_lake,savanna,1.0,0.0,0.0
2021-03-03,0.0,36.0,24.0,100,10.5,18.19,0.63,73.53,28.59,35.33,23.52,0.0,,0,,cross_river,rainforest,1.0,1.0,1.0
2021-03-03,0.0,34.8,23.0,19,16.9,22.19,0.43,23.97,28.56,37.71,20.45,0.0,,0,,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-04,0.0,34.8,22.4,18,13.8,22.67,0.43,22.71,28.15,38.06,19.03,0.0,0.4997168580694567,14,576.2857142857143,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-04,0.1,36.0,24.2,100,11.6,18.05,0.63,78.23,27.57,32.34,24.01,0.0,,7,315.0,cross_river,rainforest,1.0,1.0,1.0
2021-03-04,0.0,38.7,22.1,17,19.2,25.09,0.41,20.73,28.14,37.71,19.65,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-04,0.0,37.2,21.9,100,11.5,23.31,0.48,49.14,28.67,37.4,21.61,0.0,,0,,old_oyo,savanna,1.0,0.0,1.0
2021-03-04,0.0,37.9,24.8,22,16.3,25.47,0.49,41.75,27.66,36.32,19.14,0.0,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-04,0.0,36.2,21.1,15,19.1,25.83,0.22,14.19,28.42,38.25,19.87,0.0,0.3006321133592873,7,641.8571428571429,chad_basin,sahel,1.0,0.0,1.0
2021-03-05,0.0,37.5,24.4,27,16.0,24.48,0.49,44.97,27.84,35.38,19.66,0.0,,1,193.0,kainji_lake,savanna,1.0,0.0,0.0
2021-03-05,0.0,39.0,22.0,17,17.3,25.66,0.41,20.76,28.65,38.92,20.11,0.0,0.1834733098084968,1,114.0,yankari,savanna,1.0,1.0,0.0
2021-03-05,0.0,37.0,23.9,98,11.2,22.25,0.48,63.38,29.18,37.42,22.75,0.0,,4,233.25,old_oyo,savanna,1.0,0.0,1.0
2021-03-05,0.0,35.7,23.0,19,15.1,25.66,0.43,23.34,28.22,37.78,19.48,0.0,,36,361.7637269450922,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-05,0.0,36.5,21.6,15,19.1,24.59,0.22,14.81,28.68,38.75,20.07,0.0,,8,659.5,chad_basin,sahel,1.0,0.0,1.0
2021-03-05,0.4,36.7,25.1,97,13.4,20.5,0.63,77.43,27.64,32.85,23.51,0.0,0.4951786897940253,46,148.966784989858,cross_river,rainforest,1.0,1.0,1.0
2021-03-06,0.0,36.8,24.2,93,10.7,21.08,0.48,65.99,28.77,35.61,24.18,0.0,0.2132561172059395,0,,old_oyo,savanna,1.0,0.0,1.0
2021-03-06,0.7,36.5,25.4,98,15.8,18.25,0.62,75.94,28.09,33.4,23.72,0.0,,0,,cross_river,rainforest,1.0,1.0,1.0
2021-03-06,0.0,37.5,21.5,15,17.9,25.04,0.22,14.2,29.2,39.16,20.19,0.0,,5,67.0,chad_basin,sahel,1.0,0.0,1.0
2021-03-06,0.0,35.9,23.6,19,15.4,22.66,0.43,22.54,28.89,38.85,19.45,0.0,,25,738.9331077964018,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-06,0.0,35.7,24.2,50,14.8,21.6,0.48,46.09,28.26,34.97,21.18,0.0,0.1259058715218446,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-06,0.0,39.2,22.5,18,16.7,22.84,0.41,21.21,28.93,39.32,20.05,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-07,0.0,37.8,24.9,94,12.0,20.62,0.48,63.36,29.53,37.21,23.85,0.3,,0,,old_oyo,savanna,1.0,0.0,1.0
2021-03-07,0.0,39.3,22.3,17,18.4,23.26,0.4,19.02,28.84,39.13,20.32,0.0,0.1877849875683599,7,125.0,yankari,savanna,1.0,1.0,0.0
2021-03-07,0.0,36.1,22.8,25,9.2,21.94,0.43,19.93,29.67,38.33,20.63,0.0,0.3493890071693374,4,93.25,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-07,0.0,37.1,23.7,39,11.2,19.94,0.48,42.06,30.04,36.32,23.33,0.0,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-07,0.0,37.5,22.0,10,21.0,25.41,0.22,11.32,29.5,39.53,20.34,0.0,0.2593566246684965,12,311.75,chad_basin,sahel,1.0,0.0,1.0
2021-03-07,0.2,36.2,25.3,97,13.3,20.8,0.62,75.83,28.42,34.39,24.12,0.71,,9,136.44444444444446,cross_river,rainforest,1.0,1.0,1.0
2021-03-08,0.0,35.8,23.8,26,10.8,25.99,0.43,19.0,30.84,39.07,22.54,0.0,,8,136.0,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-08,0.0,38.0,21.0,6,17.4,26.38,0.22,8.4,29.54,39.8,20.43,0.0,,64,609.5,chad_basin,sahel,1.0,0.0,1.0
2021-03-08,0.0,37.9,22.9,45,15.3,25.62,0.48,37.94,30.14,36.76,21.48,0.0,,4,187.0,kainji_lake,savanna,1.0,0.0,0.0
2021-03-08,1.1,36.2,25.3,95,14.4,20.46,0.62,75.22,28.97,34.77,24.81,2.04,,0,,cross_river,rainforest,1.0,1.0,1.0
2021-03-08,0.0,37.8,24.2,94,13.0,23.55,0.48,70.87,28.4,34.32,24.12,1.64,,2,125.0,old_oyo,savanna,1.0,0.0,1.0
2021-03-08,0.0,39.7,22.1,13,13.9,26.49,0.4,19.09,28.98,39.18,20.03,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-09,0.0,36.8,25.3,96,13.1,20.59,0.62,74.31,29.27,35.17,24.68,2.48,,40,177.675,cross_river,rainforest,1.0,1.0,1.0
2021-03-09,0.0,39.8,20.9,14,11.3,26.94,0.4,18.79,29.2,39.59,20.26,0.0,,14,153.88035097048655,yankari,savanna,1.0,1.0,0.0
2021-03-09,0.0,36.0,23.6,35,11.2,25.27,0.43,23.87,29.94,39.13,20.97,0.0,0.5120097657606384,1,82.0,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-09,0.0,37.7,24.6,93,16.3,21.75,0.49,81.01,27.14,31.8,24.15,5.26,,6,485.0,old_oyo,savanna,1.0,0.0,1.0
2021-03-09,0.0,38.9,25.5,75,14.0,24.09,0.48,55.7,29.92,36.42,22.64,0.18,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-09,0.0,39.2,20.9,7,13.5,26.52,0.22,8.86,29.85,40.7,20.0,0.0,0.2863652054564312,16,282.5,chad_basin,sahel,1.0,0.0,1.0
2021-03-10,0.0,36.6,24.8,90,17.7,20.51,0.5,74.37,27.38,33.55,23.03,4.46,,0,,old_oyo,savanna,1.0,0.0,1.0
2021-03-10,0.0,36.9,22.5,54,11.8,23.48,0.43,33.13,29.75,38.6,20.24,0.02,,16,897.0,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-10,0.0,40.4,22.5,10,12.7,25.01,0.22,9.32,31.07,42.09,20.68,0.0,,13,1165.6153846153843,chad_basin,sahel,1.0,0.0,1.0
2021-03-10,0.0,39.8,21.0,27,10.8,25.55,0.4,23.26,29.03,39.63,19.1,0.0,0.193145070123117,0,,yankari,savanna,1.0,1.0,0.0
2021-03-10,4.1,33.2,25.0,98,11.2,16.42,0.63,78.45,28.38,33.5,24.87,27.08,0.2817473442078091,9,296.8888888888889,cross_river,rainforest,1.0,1.0,1.0
2021-03-10,0.0,38.2,27.2,79,17.3,21.09,0.5,72.47,29.14,33.74,26.05,16.4,,2,253.0,kainji_lake,savanna,1.0,0.0,0.0
2021-03-11,0.0,41.5,23.0,13,13.0,25.94,0.22,10.16,32.43,43.33,22.43,0.0,,3,205.0,chad_basin,sahel,1.0,0.0,1.0
2021-03-11,0.0,39.5,24.2,67,19.1,20.18,0.44,66.93,27.66,32.82,22.98,28.96,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-11,0.0,35.8,23.5,93,16.3,19.62,0.51,67.66,28.04,36.04,22.56,1.38,,0,,old_oyo,savanna,1.0,0.0,1.0
2021-03-11,0.0,38.0,27.2,70,20.0,20.37,0.51,61.91,30.54,36.84,24.85,1.37,0.152246700141638,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-11,2.0,32.7,24.5,100,8.6,16.91,0.69,86.24,26.64,29.21,24.68,10.23,,0,,cross_river,rainforest,1.0,1.0,1.0
2021-03-11,0.0,33.6,24.5,69,12.9,19.04,0.44,62.81,27.33,31.43,23.95,5.2,,5,286.8,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-12,3.4,36.9,23.8,96,11.8,19.86,0.5,71.03,27.71,33.62,23.31,0.51,,2,160.5,old_oyo,savanna,1.0,0.0,1.0
2021-03-12,0.3,34.1,24.9,92,11.0,17.96,0.69,84.2,26.87,30.62,24.38,3.06,,0,,cross_river,rainforest,1.0,1.0,1.0
2021-03-12,0.0,39.2,24.8,64,17.4,21.1,0.46,65.64,28.16,34.07,23.38,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-12,0.0,33.9,23.1,65,10.5,19.43,0.44,64.75,27.66,34.88,23.41,0.15,,6,683.0,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-12,0.0,37.7,27.9,72,22.2,23.06,0.51,58.53,30.72,36.37,25.1,0.0,,2,100.5,kainji_lake,savanna,1.0,0.0,0.0
2021-03-12,0.0,40.8,25.7,12,14.8,24.31,0.22,13.89,31.72,41.6,21.92,0.0,0.2525371669357726,9,1170.7777777777778,chad_basin,sahel,1.0,0.0,1.0
2021-03-13,0.0,35.6,27.5,75,13.2,16.51,0.5,58.66,29.8,34.61,26.07,0.02,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-13,0.0,40.8,23.5,14,12.5,22.13,0.21,14.32,33.09,42.42,24.09,0.0,,18,846.5555555555555,chad_basin,sahel,1.0,0.0,1.0
2021-03-13,3.0,33.2,23.5,99,8.2,15.44,0.69,84.77,26.91,30.7,24.14,4.66,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-13,1.0,32.3,23.2,76,12.9,14.2,0.44,54.05,29.67,37.27,24.28,0.08,,5,234.8,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-13,0.0,39.7,27.0,60,29.2,19.84,0.46,57.27,29.88,37.1,23.72,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-13,1.5,35.4,22.1,99,11.3,20.01,0.5,77.18,26.56,30.5,23.54,2.19,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-14,0.0,39.2,25.9,20,8.9,24.02,0.21,15.45,34.56,42.46,26.41,0.0,0.2610084799974502,6,791.3333333333334,chad_basin,sahel,1.0,0.0,1.0
2021-03-14,0.0,37.1,28.3,45,17.2,16.87,0.5,49.64,29.43,34.76,24.22,0.0,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-14,0.3,32.0,23.2,78,16.3,19.86,0.44,64.79,26.91,31.81,24.13,0.51,0.5084392463068159,0,,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-14,21.7,25.8,23.6,100,10.2,9.67,0.7,91.03,25.36,26.66,23.89,5.33,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-14,0.0,39.3,25.9,72,20.7,20.03,0.45,52.4,29.68,37.16,25.1,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-14,0.0,31.8,24.1,93,10.8,12.7,0.51,73.61,26.68,32.46,22.96,0.5,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-15,0.0,39.3,24.9,67,21.3,18.21,0.45,53.35,28.37,35.89,22.6,0.0,0.102288417426355,0,,yankari,savanna,1.0,1.0,0.0
2021-03-15,0.0,36.9,26.4,69,11.5,20.06,0.49,55.96,25.85,30.58,23.17,0.01,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-15,0.0,35.7,22.5,99,14.5,19.76,0.5,66.84,26.04,31.13,22.8,0.05,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-15,0.0,32.5,22.4,68,11.7,14.94,0.44,67.1,25.21,28.77,22.47,0.2,,0,,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-15,0.0,40.9,25.7,17,14.1,23.86,0.21,13.15,33.3,42.46,24.57,0.0,,1,63.0,chad_basin,sahel,1.0,0.0,1.0
2021-03-15,0.0,33.8,22.9,99,8.7,17.83,0.7,84.7,25.52,29.28,22.96,0.13,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-16,0.0,37.5,27.2,63,14.8,19.14,0.49,56.01,27.46,33.37,22.53,0.04,0.1345761473775477,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-16,0.0,40.5,24.3,14,15.6,21.73,0.21,12.93,31.14,39.99,24.6,0.0,,0,,chad_basin,sahel,1.0,0.0,1.0
2021-03-16,0.1,34.5,23.9,90,10.7,13.06,0.7,84.87,25.86,29.77,22.54,0.04,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-16,0.0,39.5,26.7,47,16.8,14.87,0.44,51.08,29.07,36.77,22.63,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-16,0.0,33.9,23.0,61,14.7,16.03,0.44,56.38,27.16,33.38,22.19,0.02,,3,122.0,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-16,0.0,34.9,23.9,89,13.5,17.48,0.5,68.5,27.03,33.8,21.49,0.21,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-17,0.0,33.2,22.9,69,14.1,17.98,0.44,54.77,28.15,35.43,22.49,0.0,0.1774867855805957,0,,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-17,0.0,37.6,27.4,75,26.8,19.23,0.49,70.71,27.84,32.0,24.13,2.18,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-17,0.0,39.8,26.2,16,18.2,20.39,0.21,13.07,32.13,40.96,24.8,0.0,0.1591726048003403,5,123.2,chad_basin,sahel,1.0,0.0,1.0
2021-03-17,4.9,31.8,24.5,98,9.4,16.58,0.69,85.08,25.87,28.94,23.61,0.34,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-17,0.0,39.0,25.8,56,11.0,19.28,0.44,48.81,28.94,36.63,22.3,0.0,0.1253035270181229,0,,yankari,savanna,1.0,1.0,0.0
2021-03-17,9.4,33.1,23.9,94,15.8,16.17,0.51,80.82,25.67,29.47,23.33,3.06,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-18,0.2,30.9,22.9,98,15.8,9.5,0.51,79.46,25.5,29.31,22.76,0.28,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-18,0.0,34.8,27.6,73,22.5,15.6,0.49,73.4,27.61,30.92,24.4,0.02,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-18,0.0,39.7,24.1,19,15.8,19.98,0.21,15.61,31.42,39.16,23.9,0.0,,1,100.0,chad_basin,sahel,1.0,0.0,1.0
2021-03-18,0.0,38.5,26.1,61,20.7,18.8,0.43,57.57,28.83,34.37,24.06,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-18,2.3,32.4,24.0,99,9.2,16.35,0.69,82.56,26.34,30.84,22.59,0.34,,3,114.0,cross_river,rainforest,1.0,0.0,1.0
2021-03-18,0.3,32.9,23.0,73,15.0,18.23,0.44,52.86,29.03,36.89,22.68,0.01,,0,,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-19,1.0,36.1,27.8,71,20.5,16.45,0.49,65.46,28.76,34.14,23.39,0.0,,1,293.0,kainji_lake,savanna,1.0,0.0,0.0
2021-03-19,0.0,39.1,23.5,22,18.1,19.04,0.21,25.64,32.65,39.91,25.7,0.0,,0,,chad_basin,sahel,1.0,0.0,1.0
2021-03-19,4.7,26.2,23.7,100,9.4,13.68,0.68,83.78,25.57,29.4,23.58,0.68,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-19,0.0,38.2,26.1,63,18.4,19.39,0.43,63.21,27.59,31.89,24.44,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-19,0.0,35.1,21.8,89,10.9,15.96,0.5,71.78,26.58,32.45,21.85,0.25,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-19,0.0,33.1,22.5,72,11.6,18.27,0.44,61.44,27.48,33.36,23.73,0.54,,4,301.0,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-20,1.6,32.1,22.0,94,13.0,18.02,0.44,65.79,26.47,31.06,22.63,1.64,,3,170.33333333333334,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-20,0.0,40.5,27.0,26,11.5,21.98,0.21,26.62,33.97,40.83,27.54,0.0,,0,,chad_basin,sahel,1.0,0.0,1.0
2021-03-20,0.9,30.8,23.5,100,10.0,13.87,0.68,83.95,25.72,29.67,22.55,0.67,0.1351124939289768,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-20,0.0,39.3,26.4,61,21.9,20.56,0.43,56.43,27.78,32.69,24.49,0.0,0.121591475566807,0,,yankari,savanna,1.0,1.0,0.0
2021-03-20,0.6,35.2,23.1,87,12.1,17.64,0.51,75.23,26.6,32.42,22.61,3.1,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-20,0.0,37.0,27.8,70,18.6,19.06,0.49,65.34,28.79,33.61,24.85,0.01,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-21,1.8,34.1,20.8,90,15.3,22.75,0.44,54.67,28.9,36.02,23.27,0.0,,4,514.0,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-21,0.0,42.3,26.2,32,13.5,22.92,0.21,22.39,34.72,42.3,27.08,0.0,,0,,chad_basin,sahel,1.0,0.0,1.0
2021-03-21,0.0,35.4,22.5,94,12.9,20.43,0.51,72.16,27.22,33.87,22.62,0.41,0.3410720901764849,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-21,0.0,39.7,25.9,74,21.7,19.32,0.43,55.8,27.19,33.09,23.38,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-21,0.0,37.3,27.5,73,19.1,20.46,0.49,61.91,29.76,36.28,23.91,0.02,0.1795157821658601,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-21,1.0,35.2,23.5,99,9.1,23.79,0.68,76.74,27.13,32.4,23.14,0.0,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-22,0.0,39.4,28.1,54,21.9,23.43,0.43,48.05,30.47,38.59,23.69,0.01,0.1458706176894863,0,,yankari,savanna,1.0,1.0,0.0
2021-03-22,0.1,35.0,23.3,94,18.7,20.83,0.53,82.31,26.04,30.48,22.96,22.67,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-22,0.9,33.7,21.6,88,13.6,22.5,0.44,47.39,30.14,36.76,24.76,0.03,0.4254089517919482,3,496.0,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-22,0.0,42.1,27.2,20,20.4,22.19,0.21,17.15,34.91,43.48,25.73,0.0,0.2955540893717179,0,,chad_basin,sahel,1.0,0.0,1.0
2021-03-22,4.2,29.2,24.6,100,9.9,11.74,0.67,85.83,25.91,28.76,23.92,2.85,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-22,0.0,38.7,28.0,66,16.3,22.92,0.48,58.57,30.1,36.99,24.1,0.05,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-23,0.0,35.6,27.4,77,26.6,19.47,0.48,69.6,29.12,32.91,24.78,0.03,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-23,0.0,40.7,27.3,34,18.1,24.23,0.21,13.59,34.9,43.44,27.36,0.0,,5,436.0,chad_basin,sahel,1.0,0.0,1.0
2021-03-23,2.4,32.4,24.0,94,14.6,15.51,0.55,83.16,25.89,29.85,23.22,2.86,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-23,0.0,36.8,26.5,72,23.7,23.05,0.43,53.75,30.26,37.46,24.28,0.11,,1,175.0,yankari,savanna,1.0,1.0,0.0
2021-03-23,0.5,33.9,20.3,99,8.2,23.74,0.43,51.09,30.04,37.42,23.4,0.85,,1,245.0,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-23,0.0,35.1,23.6,97,8.7,22.1,0.68,84.04,26.5,30.52,23.22,2.58,,7,74.14285714285714,cross_river,rainforest,1.0,0.0,1.0
2021-03-24,0.0,41.1,28.6,17,21.0,20.5,0.21,14.05,33.84,42.39,25.81,0.0,0.0667481948978757,0,,chad_basin,sahel,1.0,0.0,1.0
2021-03-24,0.0,37.3,28.2,71,22.7,16.81,0.48,63.8,29.93,34.95,26.1,0.0,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-24,0.0,31.9,23.0,94,13.5,9.08,0.55,83.44,25.54,29.01,23.13,1.79,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-24,0.0,39.0,28.1,48,23.2,17.06,0.42,51.79,30.46,38.39,24.66,0.04,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-24,3.9,31.3,20.7,87,10.7,13.0,0.47,79.11,25.51,28.31,22.86,21.05,,0,,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-24,16.1,30.5,24.4,100,10.6,17.31,0.68,91.53,25.16,27.1,23.87,6.62,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-25,0.0,36.8,26.6,56,18.4,20.62,0.42,57.2,29.22,35.72,24.29,0.06,0.1109880862984023,0,,yankari,savanna,1.0,1.0,0.0
2021-03-25,1.9,30.8,23.2,100,7.9,14.62,0.69,82.8,26.36,30.93,22.44,2.36,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-25,0.0,31.0,21.2,81,15.5,15.33,0.47,72.59,26.05,31.57,21.96,0.5,,0,,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-25,0.5,33.3,23.4,94,17.2,15.51,0.55,83.65,25.32,29.65,22.79,6.1,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-25,0.0,36.6,27.0,74,18.5,21.4,0.48,67.58,29.11,34.04,24.04,0.0,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-25,0.0,38.5,25.8,21,18.8,19.83,0.21,16.85,32.82,40.46,26.05,0.0,,0,,chad_basin,sahel,1.0,0.0,1.0
2021-03-26,0.0,38.0,25.0,70,17.4,18.91,0.42,39.01,29.38,36.91,23.61,0.0,,0,,yankari,savanna,1.0,1.0,0.0
2021-03-26,0.0,34.3,22.9,96,10.0,19.05,0.69,82.43,26.73,30.58,23.13,2.18,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-26,0.0,35.3,22.0,98,10.6,21.94,0.55,74.76,27.23,33.44,21.63,3.66,0.3839753938444946,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-26,0.3,33.2,21.6,80,14.0,19.03,0.47,61.76,27.25,34.05,21.7,0.02,,0,,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-26,0.0,35.3,24.0,15,23.7,23.12,0.21,15.11,30.17,37.71,23.48,0.0,,14,143.35714285714286,chad_basin,sahel,1.0,0.0,1.0
2021-03-26,0.0,35.7,27.7,70,15.9,23.46,0.48,67.07,29.27,33.08,24.66,3.42,0.1711466539457322,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-27,0.0,33.1,21.0,52,15.7,22.68,0.46,44.6,27.56,35.3,20.91,0.0,0.4204822012340642,5,111.4,gashaka_gumti,mixed,1.0,1.0,1.0
2021-03-27,0.0,34.2,24.4,92,11.2,19.75,0.55,70.29,27.58,34.63,22.49,0.1,,0,,old_oyo,savanna,1.0,1.0,0.0
2021-03-27,0.0,33.5,22.1,20,23.6,23.28,0.21,14.48,28.16,35.25,21.77,0.0,0.2135651631050913,21,484.3809523809524,chad_basin,sahel,1.0,0.0,1.0
2021-03-27,0.0,36.8,23.0,16,20.6,21.36,0.42,21.21,27.69,35.72,20.82,0.0,0.1299373444757443,3,122.0,yankari,savanna,1.0,1.0,0.0
2021-03-27,0.0,36.6,27.1,36,19.2,23.95,0.48,42.49,28.28,36.45,20.99,0.0,,0,,kainji_lake,savanna,1.0,0.0,0.0
2021-03-27,0.0,34.2,23.7,95,11.8,16.36,0.68,78.37,27.69,32.73,23.67,0.1,,0,,cross_river,rainforest,1.0,0.0,1.0
2021-03-28,0.0,35.8,22.5,99,11.8,19.53,0.54,55.95,27.15,34.11,21.26,0.07,,2,64.0,old_oyo,savanna,1.0,1.0,0.0
2021-03-28,0.0,33.3,22.0,18,27.3,20.0,0.21,15.83,27.73,35.33,20.92,0.0,,1,41.0,chad_basin,sahel,1.0,0.0,1.0
2021-03-28,0.0,35.5,23.5,100,9.8,21.71,0.67,67.53,27.72,34.07,23.4,0.0,,2,124.0,cross_river,rainforest,1.0,0.0,1.0
2021-03-28,0.0,37.6,25.3,26,16.6,21.51,0.48,40.93,26.97,34.95,19.29,0.0,,5,109.20295202952028,kainji_lake,savanna,1.0,0.0,0.0
2021-03-28,0.0,36.0,22.5,16,21.2,16.86,0.41,20.61,27.49,36.08,20.54,0.0,,0,,yankari,savanna,1.0,1.0,0.0
