date,rain_7d,rain_30d,rain_60d,rain_deficit_30d,temp_max_7d,temp_max_30d,hot_days_30d,ndvi,ndvi_30d_lag,ndvi_change_30d,ndvi_90d_avg,ndvi_deviation,fire_30d,fire_90d,days_since_fire,doy_sin,doy_cos,dry_season,park_id,ecosystem_id,fire_within_30d,drought_within_30d,vegetation_within_30d,park,ecosystem,ndvi_missing,split
2020-03-03,0.0,0.0,0.0,-17.20967741935484,33.128571428571426,31.46,0.0,0.2374910523929886,0.3480784042631174,-0.11058735187012883,0.3803656067658524,-0.1428745543728638,560.0,2341.0,0.0,0.8837203473619977,0.4680153284438345,1,2,2,1.0,0.0,1.0,gashaka_gumti,mixed,0,train
2020-03-03,13.3,13.3,13.4,-9.2,37.25714285714286,36.57666666666667,23.0,0.1694480977864139,0.3610820526533079,-0.191633954866894,0.2835984481287561,-0.11415035034234222,199.0,540.0,1.0,0.8837203473619977,0.4680153284438345,1,5,0,1.0,1.0,1.0,old_oyo,savanna,0,train
2020-03-03,0.0,0.0,0.0,-2.903225806451613,36.2,34.54,12.0,0.1586885236884929,0.2433294741202954,-0.0846409504318025,0.2112939266227204,-0.052605402934227496,259.0,704.0,1.0,0.8837203473619977,0.4680153284438345,1,3,0,1.0,0.0,0.0,kainji_lake,savanna,0,train
2020-03-03,0.0,0.0,0.0,-0.03225806451612903,36.55714285714286,32.82333333333334,6.0,0.2145466952239982,0.2461804102593867,-0.031633715035388504,0.2845113588637405,-0.06996466363974232,51.0,168.0,0.0,0.8837203473619977,0.4680153284438345,1,4,3,1.0,0.0,0.0,chad_basin,sahel,0,train
2020-03-03,0.0,0.0,0.0,-0.24193548387096775,38.51428571428572,35.836666666666666,18.0,0.161638588903912,0.2086365682444607,-0.046997979340548696,0.1931399008517968,-0.0315013119478848,74.0,252.0,0.0,0.8837203473619977,0.4680153284438345,1,0,0,1.0,1.0,0.0,yankari,savanna,0,train
2020-03-03,14.0,15.1,18.2,-50.899999999999984,37.5,36.473333333333336,28.0,,0.6469450530388929,,0.5175718560068926,,468.0,720.0,1.0,0.8837203473619977,0.4680153284438345,0,1,1,1.0,1.0,1.0,cross_river,rainforest,1,train
2020-03-04,13.299999999999999,13.299999999999999,13.4,-9.200000000000001,37.31428571428571,36.669999999999995,24.0,0.1694480977864139,,,0.2816959422897171,-0.11224784450330322,182.0,540.0,2.0,0.8916401947968874,0.45274469960737107,1,5,0,1.0,1.0,1.0,old_oyo,savanna,0,train
2020-03-04,0.0,0.0,0.0,-0.03225806451612903,37.41428571428571,33.07,7.0,0.3381737190956788,0.306276926580225,0.0318967925154538,0.28536314235948557,0.052810576736193215,54.0,173.0,0.0,0.8916401947968874,0.45274469960737107,1,4,3,1.0,0.0,0.0,chad_basin,sahel,0,train
2020-03-04,0.0,0.0,0.0,-17.20967741935484,33.48571428571429,31.55666666666667,0.0,0.3917972992116092,0.4318658683011946,-0.04006856908958539,0.38054706220149936,0.011250237010109854,523.0,2347.0,0.0,0.8916401947968874,0.45274469960737107,1,2,2,1.0,0.0,1.0,gashaka_gumti,mixed,0,train
2020-03-04,14.2,15.299999999999999,18.4,-50.69999999999999,36.785714285714285,36.39,28.0,,0.6469450530388929,,0.5175718560068926,,469.0,721.0,0.0,0.8916401947968874,0.45274469960737107,0,1,1,1.0,1.0,1.0,cross_river,rainforest,1,train
2020-03-04,0.0,0.0,0.0,-0.24193548387096775,39.114285714285714,36.03333333333333,19.0,0.161638588903912,0.2086365682444607,-0.046997979340548696,0.1926398800272272,-0.031001291123315206,79.0,264.0,0.0,0.8916401947968874,0.45274469960737107,1,0,0,1.0,1.0,0.0,yankari,savanna,0,train
2020-03-04,0.0,0.0,0.0,-2.903225806451613,36.699999999999996,34.68,13.0,0.1586885236884929,,,0.2104171699071499,-0.051728646218657,236.0,707.0,0.0,0.8916401947968874,0.45274469960737107,1,3,0,1.0,0.0,0.0,kainji_lake,savanna,0,train
2020-03-05,14.4,15.5,18.599999999999998,-50.499999999999986,36.51428571428572,36.39333333333333,28.0,0.4067263474418102,0.6362654088166642,-0.22953906137485397,0.5156931185735861,-0.10896677113177594,411.0,721.0,1.0,0.8992961915530253,0.4373400963303323,0,1,1,1.0,1.0,1.0,cross_river,rainforest,0,train
2020-03-05,0.0,0.0,0.0,-17.20967741935484,33.74285714285714,31.70333333333333,0.0,0.3917972992116092,0.4318658683011946,-0.04006856908958539,0.38072284715478233,0.011074452056826889,526.0,2353.0,0.0,0.8992961915530253,0.4373400963303323,1,2,2,1.0,0.0,1.0,gashaka_gumti,mixed,0,train
2020-03-05,13.399999999999999,13.399999999999999,13.5,-9.100000000000001,37.17142857142857,36.75333333333334,25.0,0.1694480977864139,,,0.27985581369130225,-0.11040771590488835,181.0,540.0,3.0,0.8992961915530253,0.4373400963303323,1,5,0,1.0,1.0,1.0,old_oyo,savanna,0,train
2020-03-05,0.0,0.0,0.0,-2.903225806451613,37.028571428571425,34.84,14.0,0.1586885236884929,,,0.20956915931340145,-0.05088063562490855,233.0,715.0,0.0,0.8992961915530253,0.4373400963303323,1,3,0,1.0,0.0,0.0,kainji_lake,savanna,0,train
2020-03-05,0.0,0.0,0.0,-0.03225806451612903,37.785714285714285,33.31333333333333,8.0,0.3381737190956788,0.306276926580225,0.0318967925154538,0.2861883076209886,0.05198541147469016,54.0,173.0,1.0,0.8992961915530253,0.4373400963303323,1,4,3,1.0,0.0,0.0,chad_basin,sahel,0,train
2020-03-05,0.0,0.0,0.0,-0.24193548387096775,39.457142857142856,36.25333333333334,20.0,0.1793997513942435,0.2052100059639219,-0.025810254569678392,0.19243300301733682,-0.013033251623093323,82.0,267.0,0.0,0.8992961915530253,0.4373400963303323,1,0,0,1.0,1.0,0.0,yankari,savanna,0,train
2020-03-06,14.6,15.7,18.8,-50.29999999999998,36.285714285714285,36.443333333333335,28.0,0.4067263474418102,0.6362654088166642,-0.22953906137485397,0.51387700572139,-0.10715065827957976,397.0,743.0,0.0,0.9066860720977985,0.4218060770826634,0,1,1,1.0,0.0,1.0,cross_river,rainforest,0,train
